1,0.481481481,0,1,1,0,0.52173913,0.2,0,0.2,0.558823529,0.700729927,0.422222222,0.089047508,0.08630914,0.112658228,0.239669421,0.241134752,0,0.048565121,0.037694013,0.242902208,0.290810811,0.098006645,0.601161665,0.111111111,0.205445545,0.574447646,0.008957068,0.005197087,0.067920905,0.09072104,0.226829268,0.082263242,0.513157895,0,0,0.5,0.16,3
1,0.617283951,1,0,0,1,0.130434783,0,0,0,0.125,0.445255474,0.333333333,0.058038849,0.059204589,0.109077074,0.221227207,0.163120567,0,0.033112583,0.039911308,0.378548896,0.26,0.040199336,0.42981607,0.132716049,0.163366337,0.329490874,0.006177288,0.006724247,0.173302099,0.238515246,0.459661368,0.156689663,0.657894737,0,0,0.214285714,0.093333333,2
1,0.407407407,0,0,1,0,0.434782609,0,0,0,0.397058824,0.642335766,0.555555556,0.093142991,0.084182029,0.109077074,0.221227207,0.177304965,0,0.04415011,0.042128603,0.299684543,0.298378378,0.036877076,0.502420136,0.132716049,0.193069307,0.44284342,0.010913209,0.005803912,0.173302099,0.238515246,0.459661368,0.156689663,0.368421053,1,0,0.285714286,0.16,2
1,0.555555556,0,1,1,1,0.434782609,0,0,0,0.455882353,0.671532847,0.444444444,0.110695062,0.105936573,0.115189873,0.256198347,0.113475177,0,0.097130243,0.064301552,0.208201893,0.378918919,0.123255814,0.52178122,0.157407407,0.188118812,0.46301633,0.067332441,0.005697577,0.143870977,0.208727344,0.146341463,0.106741573,0.578947368,0,1,0.142857143,0,2
1,0.888888889,1,0,0,1,0.130434783,0,0,0,0.485294118,0.583941606,0.466666667,0.08144161,0.077156117,0.109077074,0.221227207,0.205673759,0.333333333,0.030905077,0.035476718,0.359621451,0.256216216,0.067774086,0.396902227,0.197530864,0.237623762,0.260326609,0.003809328,0.003791005,0.061380683,0.031717888,0.280487805,0.08105939,0.421052632,1,0,0.142857143,0.4,2
1,0.296296296,0,0,0,1,0.130434783,0,0,0,0.294117647,0.569343066,0.533333333,0.110695062,0.101134459,0.109077074,0.221227207,0.241134752,0,0.205298013,0.124168514,0.189274448,0.243783784,0.078405316,0.445304937,0.145061728,0.23019802,0.206532181,0.012045712,0.00482556,0.124375548,0.109141056,0.5,0.192215088,0.289473684,0,0,0.142857143,0.093333333,2
1,0.543209877,0,1,1,1,0.130434783,0.1,0,0,0.338235294,0.583941606,0.444444444,0.101333957,0.097009153,0.12278481,0.256198347,0.361702128,0.333333333,0.028697572,0.042128603,0.460567823,0.288108108,0.066777409,0.375605034,0.200617284,0.237623762,0.313160423,0.008236384,0.00417482,0.180760614,0.149822695,0.731707317,0.115569823,0.407894737,1,1,0.5,0.186666667,3
1,0.62962963,0,0,0,1,0.47826087,0.2,1,0,0.514705882,0.642335766,0.288888889,0.0872923,0.090982339,0.115189873,0.280991736,0.120567376,0,0.090507726,0.028824834,0.100946372,0.327567568,0.076744186,0.583736689,0.209876543,0.205445545,0.46493756,0.007412746,0.004952902,0.291290372,0.508865248,0.126829268,0.146869984,0.565789474,1,1,0.142857143,0.16,3
1,0.395061728,1,1,0,0,0.391304348,0.5,1,0.5,0.375,0.620437956,0.488888889,0.094313129,0.088242877,0.105063291,0.223140496,0.19858156,0,0.052980132,0.046563193,0.277602524,0.368648649,0.061461794,0.622458858,0.12654321,0.217821782,0.390009606,0.017605271,0.004968403,0.103599905,0.176024429,0.475609756,0.185794543,0.407894737,1,1,0.071428571,0.093333333,1
1,0.567901235,1,0,0,1,0.652173913,0.2,1,0.2,0.367647059,0.605839416,0.755555556,0.122396443,0.099941988,0.109077074,0.221227207,0.382978723,0.333333333,0.028697572,0.037694013,0.413249211,0.303783784,0.0910299,0.450145208,0.104938272,0.205445545,0.30451489,0.011633893,0.005047463,0.833767029,0.494385343,0.258536585,0.065008026,0.342105263,1,1,0.142857143,0.186666667,3
1,0.49382716,1,0,0,1,0.130434783,0.1,0,0,0.389705882,0.693430657,0.555555556,0.104844372,0.094720897,0.121518987,0.280991736,0.269503546,0,0.196467991,0.095343681,0.151419558,0.311891892,0.063122924,0.567279768,0.185185185,0.193069307,0.362151777,0.011427983,0.005619843,0.135424349,0.194247439,0.187804878,0.145264848,0.434210526,0,0,0.214285714,0.186666667,3
1,0.62962963,1,0,0,0,0.391304348,0.1,1,0,0.463235294,0.613138686,0.444444444,0.110695062,0.105936573,0.110126582,0.231404959,0.255319149,0,0.097130243,0.062084257,0.201892744,0.564324324,0.09269103,0.445304937,0.148148148,0.136138614,0.510086455,0.132502831,0.008461531,0.090714276,0.239460205,0.114634146,0.132022472,0.539473684,1,1,0.142857143,0.2,2
1,0.296296296,0,1,1,1,0.347826087,0,0,0,0.375,0.598540146,0.711111111,0.113035338,0.094366379,0.110126582,0.231404959,0.19858156,0.666666667,0.035320088,0.035476718,0.315457413,0.34,0.040863787,0.528557599,0.200617284,0.23019802,0.527377522,0.040358283,0.00482556,0.215020247,0.388987392,0.312195122,0.150882825,0.315789474,1,1,0.142857143,0,3
1,0.296296296,0,1,1,0,0.130434783,0,0,0,0.25,0.554744526,0.577777778,0.113035338,0.100908857,0.109077074,0.221227207,0.163120567,0,0.06401766,0.037694013,0.186119874,0.29027027,0.053820598,0.369796709,0.114197531,0.175742574,0.403458213,0.016472768,0.006888598,0.109611344,0.136327817,0.341463415,0.096308186,0.263157895,0,1,0.428571429,0.2,2
1,0.814814815,1,1,1,1,0.130434783,0.1,0,0,0.301470588,0.532846715,0.266666667,0.073250644,0.07738172,0.109077074,0.221227207,0.29787234,0,0.030905077,0.042128603,0.429022082,0.275675676,0.027906977,0.485963214,0.25617284,0.292079208,0.261287224,0.002882734,0.002867829,0.13830483,0.080378251,0.534146341,0.119983949,0.855263158,1,0,0.142857143,0.186666667,3
1,0.086419753,0,0,0,0,0.434782609,0,0,0,0.419117647,0.562043796,0.555555556,0.113035338,0.102069099,0.109077074,0.221227207,0.241134752,0,0.046357616,0.042128603,0.283911672,0.296216216,0.027906977,0.462729913,0.12037037,0.217821782,0.608069164,0.01544322,0.005967086,0.135577418,0.28250591,0.246341463,0.141252006,0.078947368,0,0,0.071428571,0.16,2
1,0.592592593,0,0,0,1,0.130434783,0.2,1,0,0.330882353,0.562043796,0.777777778,0.114205476,0.092271497,0.109077074,0.221227207,0.14893617,0,0.046357616,0.062084257,0.41955836,0.309189189,0.043189369,0.493707648,0.163580247,0.212871287,0.281460134,0.010089571,0.004774561,0.132863922,0.158786446,0.197560976,0.176163724,0.644736842,0,1,0.357142857,0.186666667,3
1,0.703703704,0,1,1,1,0.260869565,0,0,0,0.588235294,0.744525547,0.511111111,0.134097824,0.123823643,0.106329114,0.214876033,0.29787234,0,0.055187638,0.039911308,0.227129338,0.365945946,0.065116279,0.498547919,0.209876543,0.175742574,0.439961575,0.012972305,0.005969993,0.224218304,0.466903073,0.275609756,0.16011236,0.434210526,1,1,0.142857143,0.2,0
1,0.271604938,0,0,0,1,0.47826087,0.1,0,0,0.301470588,0.532846715,0.555555556,0.088462439,0.079992265,0.091139241,0.181818182,0.212765957,0,0.066225166,0.039911308,0.189274448,0.310810811,0.060465116,0.617618587,0.154320988,0.22029703,0.441882805,0.010089571,0.005184889,0.186006707,0.267631994,0.190243902,0.134831461,0.289473684,1,1,0.071428571,0.16,2
1,0.691358025,1,0,0,0,0.304347826,0,0,0,0.411764706,0.649635036,0.4,0.093142991,0.091336857,0.109077074,0.221227207,0.29787234,0,0.035320088,0.026607539,0.23659306,0.350810811,0.062458472,0.557599226,0.401234568,0.185643564,0.318924111,0.008339339,0.005572239,0.255513964,0.373423956,0.082926829,0.164125201,0.381578947,1,1,0.142857143,0.16,3
1,0.395061728,0,1,1,1,0.173913043,0.2,1,0.1,0.477941176,0.751824818,0.533333333,0.096653405,0.088339564,0.109077074,0.221227207,0.255319149,0,0.072847682,0.050997783,0.220820189,0.265945946,0.058803987,0.467570184,0.413580247,0.702970297,0.465898175,0.00236796,0.000677801,0.068811489,0.112194641,0.382926829,0.518459069,0.434210526,1,0,0.357142857,0.093333333,3
1,0.358024691,0,0,0,1,0.130434783,0,0,0,0.235294118,0.510948905,0.444444444,0.0872923,0.083634137,0.109077074,0.221227207,0.184397163,0,0.066225166,0.062084257,0.293375394,0.228648649,0.064119601,0.391093901,0.203703704,0.217821782,0.432276657,0.009368887,0.005048189,0.410378081,0.436170213,0.163414634,0.095104334,0.368421053,0,1,0.142857143,0.2,2
1,0.185185185,1,1,1,0,0.347826087,0.1,0,0,0.235294118,0.481751825,0.622222222,0.083781886,0.073224185,0.093670886,0.20661157,0.156028369,0,0.103752759,0.059866962,0.179810726,0.290810811,0.033554817,0.447241045,0.145061728,0.180693069,0.221902017,0.012663441,0.007066453,0.286058194,0.367710796,0.217073171,0.207463884,0.197368421,0,1,0.071428571,0.16,2
1,0.320987654,1,0,1,0,0.130434783,0,0,0,0.470588235,0.722627737,0.311111111,0.104844372,0.107838082,0.109077074,0.221227207,0.141843972,0,0.057395143,0.037694013,0.205047319,0.208108108,0.1,0.419167473,0.083333333,0.195544554,0.567723343,0.01328117,0.005924461,0.211221352,0.213652482,0.214634146,0.053772071,0.25,1,1,0.214285714,0.2,2
1,0.358024691,1,0,0,1,0.826086957,0.2,1,0.1,0.213235294,0.525547445,0.577777778,0.110695062,0.098846203,0.109077074,0.221227207,0.156028369,0.333333333,0.130242826,0.064301552,0.154574132,0.261081081,0.079734219,0.471442401,0.141975309,0.185643564,0.69932757,0.014413672,0.006236853,0.173302099,0.238515246,0.459661368,0.156689663,0.328947368,1,0,0.5,0.093333333,3
